"","TS_DATE"
"7664","2019-09-24"
"7665","2019-04-05"
"7666","2019-10-05"
"7667","2019-06-01"
"7668","2019-02-21"
"7669","2019-06-20"
"7670","2019-05-26"
"7671","2019-10-31"
"7672","2019-05-05"
"7673","2019-10-22"
"7674","2019-05-25"
"7675","2019-12-27"
"7676","2019-08-29"
"7677","2019-12-08"
"7678","2019-06-06"
"7679","2019-01-28"
"7680","2019-10-17"
"7681","2019-04-24"
"7682","2019-02-21"
"7683","2019-09-04"
"7684","2019-06-21"
"7685","2019-06-21"
"7686","2019-06-25"
"7687","2019-06-25"
"7688","2019-07-06"
"7689","2019-04-11"
"7690","2019-06-11"
"7691","2019-10-22"
"7692","2019-09-15"
"7693","2019-07-19"
"7694","2019-06-17"
"7695","2019-11-02"
"7696","2019-05-05"
"7697","2019-07-11"
"7698","2019-03-18"
"7699","2019-07-09"
"7700","2019-02-05"
"7701","2020-01-01"
"7702","2019-12-02"
"7703","2019-07-27"
"7704","2019-02-13"
"7705","2019-03-01"
"7706","2019-06-10"
"7707","2019-08-07"
"7708","2019-01-05"
"7709","2019-01-21"
"7710","2019-05-19"
"7711","2019-01-27"
"7712","2019-02-26"
"7713","2019-07-05"
"7714","2019-01-26"
"7715","2019-02-17"
"7716","2019-02-14"
"7717","2019-09-24"
"7718","2019-10-06"
"7719","2019-08-23"
"7720","2019-03-06"
"7721","2019-09-03"
"7722","2019-05-18"
"7723","2019-12-18"
"7724","2019-11-03"
"7725","2019-02-21"
"7726","2019-03-20"
"7727","2019-02-03"
"7728","2019-12-21"
"7729","2019-04-19"
"7730","2019-02-14"
"7731","2019-12-03"
"7732","2019-02-02"
"7733","2019-08-28"
"7734","2019-03-11"
"7735","2019-02-11"
"7736","2019-02-16"
"7737","2019-02-02"
"7738","2019-04-24"
"7739","2019-08-19"
"7740","2019-08-21"
"7741","2019-10-02"
"7742","2019-06-30"
"7743","2019-03-18"
"7744","2019-01-02"
"7745","2019-05-26"
"7746","2019-03-25"
"7747","2019-07-28"
"7748","2019-04-27"
"7749","2019-12-06"
"7750","2019-04-01"
"7751","2019-08-14"
"7752","2019-10-02"
"7753","2019-10-08"
"7754","2019-12-08"
"7755","2019-03-22"
"7756","2019-07-08"
"7757","2019-09-14"
"7758","2019-07-13"
"7759","2019-05-09"
"7760","2019-04-12"
"7761","2019-01-14"
"7762","2019-01-12"
"7763","2019-02-07"
"7764","2019-09-12"
"7765","2019-07-04"
"7766","2019-04-29"
"7767","2019-01-11"
"7768","2019-05-12"
"7769","2019-09-26"
"7770","2019-12-20"
"7771","2019-01-07"
"7772","2019-12-31"
"7773","2019-05-26"
"7774","2019-09-14"
"7775","2019-09-07"
"7776","2019-06-12"
"7777","2019-07-27"
"7778","2019-11-05"
"7779","2019-12-30"
"7780","2019-01-21"
"7781","2019-08-23"
"7782","2019-10-09"
"7783","2019-04-20"
"7784","2019-11-21"
"7785","2019-11-19"
"7786","2019-08-07"
"7787","2019-09-09"
"7788","2019-06-16"
"7789","2019-08-22"
"7790","2019-06-25"
"7791","2019-11-24"
"7792","2019-03-12"
"7793","2019-09-20"
"7794","2019-11-25"
"7795","2019-02-09"
"7796","2019-01-17"
"7797","2019-11-22"
"7798","2019-04-08"
"7799","2019-01-24"
"7800","2019-10-03"
"7801","2019-03-12"
"7802","2019-01-24"
"7803","2019-12-06"
"7804","2019-10-04"
"7805","2019-01-24"
"7806","2019-03-16"
"7807","2019-09-01"
"7808","2019-06-27"
"7809","2019-09-11"
"7810","2019-09-03"
"7811","2019-10-25"
"7812","2019-07-30"
"7813","2019-07-01"
"7814","2019-02-05"
"7815","2019-06-30"
"7816","2019-07-25"
"7817","2019-06-29"
"7818","2019-06-04"
"7819","2019-09-22"
"7820","2019-07-07"
"7821","2019-12-01"
"7822","2019-03-21"
"7823","2019-09-02"
"7824","2019-06-14"
"7825","2019-08-07"
"7826","2019-04-10"
"7827","2019-05-11"
"7828","2019-06-20"
"7829","2019-12-02"
"7830","2019-11-22"
"7831","2019-11-17"
"7832","2019-08-29"
"7833","2019-11-12"
"7834","2019-07-10"
"7835","2019-01-14"
"7836","2019-10-01"
"7837","2019-06-15"
"7838","2019-07-07"
"7839","2019-06-18"
"7840","2019-07-28"
"7841","2019-12-23"
"7842","2019-10-18"
"7843","2019-11-27"
"7844","2019-10-05"
"7845","2019-03-04"
"7846","2019-11-24"
"7847","2019-02-10"
"7848","2019-08-10"
"7849","2019-05-10"
"7850","2019-02-19"
"7851","2019-09-17"
"7852","2019-09-30"
"7853","2019-08-21"
"7854","2019-06-13"
"7855","2019-09-28"
"7856","2019-04-28"
"7857","2019-12-22"
"7858","2019-01-28"
"7859","2019-01-25"
"7860","2019-09-25"
"7861","2019-01-14"
"7862","2019-06-02"
"7863","2019-06-15"
"7864","2019-08-22"
"7865","2019-03-13"
"7866","2019-10-03"
"7867","2019-02-20"
"7868","2019-02-22"
"7869","2019-03-26"
"7870","2019-11-05"
"7871","2019-06-08"
"7872","2019-02-04"
"7873","2019-09-08"
"7874","2019-11-07"
"7875","2019-05-21"
"7876","2019-01-20"
"7877","2019-01-28"
"7878","2019-08-23"
"7879","2019-12-18"
"7880","2019-04-24"
"7881","2019-09-19"
"7882","2019-02-19"
"7883","2019-12-09"
"7884","2019-07-05"
"7885","2019-07-18"
"7886","2019-06-19"
"7887","2019-03-12"
"7888","2019-10-24"
"7889","2019-09-24"
"7890","2019-08-16"
"7891","2019-04-06"
"7892","2019-10-05"
"7893","2019-04-02"
"7894","2019-07-23"
"7895","2019-05-20"
"7896","2019-11-04"
"7897","2019-09-26"
"7898","2019-10-29"
"7899","2019-11-19"
"7900","2019-05-19"
"7901","2019-01-04"
"7902","2019-12-30"
"7903","2019-03-27"
"7904","2019-11-16"
"7905","2019-10-16"
"7906","2019-06-12"
"7907","2019-11-10"
"7908","2019-04-16"
"7909","2019-12-10"
"7910","2019-01-31"
"7911","2019-10-24"
"7912","2019-01-12"
"7913","2019-11-16"
"7914","2019-01-08"
"7915","2019-03-05"
"7916","2019-10-10"
"7917","2019-11-02"
"7918","2019-05-16"
"7919","2019-08-17"
"7920","2019-02-21"
"7921","2019-06-28"
"7922","2019-05-11"
"7923","2019-08-18"
"7924","2019-10-10"
"7925","2019-09-24"
"7926","2019-11-03"
"7927","2019-07-26"
"7928","2019-09-22"
"7929","2019-12-10"
"7930","2019-04-08"
"7931","2019-05-07"
"7932","2019-01-26"
"7933","2019-09-05"
"7934","2019-04-02"
"7935","2019-04-13"
"7936","2019-10-31"
"7937","2019-09-16"
"7938","2019-09-18"
"7939","2019-11-21"
"7940","2019-02-04"
"7941","2019-10-21"
"7942","2019-01-14"
"7943","2019-12-10"
"7944","2019-10-17"
"7945","2019-08-08"
"7946","2019-06-01"
"7947","2019-02-23"
"7948","2019-01-14"
"7949","2019-01-17"
"7950","2019-11-19"
"7951","2019-09-02"
"7952","2019-01-30"
"7953","2019-01-30"
"7954","2019-08-17"
"7955","2019-08-08"
"7956","2019-01-28"
"7957","2019-06-28"
"7958","2019-02-25"
"7959","2019-06-19"
"7960","2019-05-25"
"7961","2019-07-14"
"7962","2019-10-15"
"7963","2019-02-15"
"7964","2019-04-13"
"7965","2019-11-05"
"7966","2019-11-25"
"7967","2019-05-11"
"7968","2019-08-07"
"7969","2019-03-10"
"7970","2019-08-23"
"7971","2019-01-20"
"7972","2019-04-05"
"7973","2020-01-01"
"7974","2019-05-03"
"7975","2019-07-26"
"7976","2019-09-11"
"7977","2019-11-01"
"7978","2019-08-05"
"7979","2019-01-13"
"7980","2019-01-04"
"7981","2019-03-21"
"7982","2019-05-27"
"7983","2019-01-10"
"7984","2019-10-07"
"7985","2019-06-18"
"7986","2019-03-30"
"7987","2019-04-01"
"7988","2019-12-28"
"7989","2019-01-26"
"7990","2019-01-02"
"7991","2019-04-16"
"7992","2019-05-04"
"7993","2019-02-28"
"7994","2019-04-28"
"7995","2019-08-05"
"7996","2019-10-26"
"7997","2019-10-13"
"7998","2019-08-18"
"7999","2019-05-05"
"8000","2019-09-28"
"8001","2019-05-19"
"8002","2019-04-05"
"8003","2019-02-07"
"8004","2019-11-07"
"8005","2019-03-28"
"8006","2019-05-06"
"8007","2019-08-01"
"8008","2019-07-25"
"8009","2019-06-11"
"8010","2019-01-16"
"8011","2019-10-03"
"8012","2019-10-27"
"8013","2019-09-17"
"8014","2019-09-11"
"8015","2019-12-22"
"8016","2019-02-09"
"8017","2019-10-06"
"8018","2019-11-10"
"8019","2019-10-19"
"8020","2019-07-04"
"8021","2019-03-06"
"8022","2019-12-26"
"8023","2019-07-08"
"8024","2019-12-16"
"8025","2019-11-01"
"8026","2019-11-01"
"8027","2019-08-03"
"8028","2019-01-11"
"8029","2019-02-13"
"8030","2019-05-28"
"8031","2019-04-25"
"8032","2019-11-01"
"8033","2019-03-14"
"8034","2019-04-22"
"8035","2019-10-29"
"8036","2019-12-08"
"8037","2019-03-17"
"8038","2019-11-16"
"8039","2019-04-28"
"8040","2019-02-20"
"8041","2019-11-28"
"8042","2019-05-24"
"8043","2019-12-15"
"8044","2019-02-10"
"8045","2019-02-23"
"8046","2019-04-18"
"8047","2019-07-20"
"8048","2019-10-27"
"8049","2019-08-13"
"8050","2019-10-15"
"8051","2019-02-18"
"8052","2019-08-20"
"8053","2019-07-10"
"8054","2019-02-01"
"8055","2019-06-28"
"8056","2019-09-04"
"8057","2019-05-20"
"8058","2019-01-16"
"8059","2019-03-26"
"8060","2019-03-26"
"8061","2019-07-07"
"8062","2019-09-23"
"8063","2019-06-30"
"8064","2019-09-12"
"8065","2019-12-18"
"8066","2019-02-21"
"8067","2019-03-31"
"8068","2019-06-23"
"8069","2019-09-19"
"8070","2019-05-09"
"8071","2019-09-05"
"8072","2019-11-20"
"8073","2019-08-15"
"8074","2019-10-30"
"8075","2019-09-29"
"8076","2019-01-03"
"8077","2019-02-12"
"8078","2019-12-26"
"8079","2019-01-11"
"8080","2019-10-29"
"8081","2019-01-18"
"8082","2019-02-09"
"8083","2019-05-20"
"8084","2019-07-14"
"8085","2019-10-19"
"8086","2019-04-30"
"8087","2019-01-23"
"8088","2019-03-15"
"8089","2019-04-06"
"8090","2019-04-28"
"8091","2019-01-21"
"8092","2019-11-19"
"8093","2019-08-11"
"8094","2019-02-06"
"8095","2019-03-31"
"8096","2019-11-02"
"8097","2019-11-18"
"8098","2019-05-14"
"8099","2019-09-11"
"8100","2019-01-19"
"8101","2019-02-27"
"8102","2019-04-28"
"8103","2019-05-26"
"8104","2019-07-21"
"8105","2019-06-16"
"8106","2019-07-21"
"8107","2019-11-23"
"8108","2019-12-16"
"8109","2019-09-08"
"8110","2019-12-29"
"8111","2019-09-11"
"8112","2019-04-23"
"8113","2019-06-02"
"8114","2019-08-28"
"8115","2019-08-19"
"8116","2019-12-14"
"8117","2019-05-02"
"8118","2019-11-19"
"8119","2019-05-07"
"8120","2019-07-04"
"8121","2019-03-01"
"8122","2019-02-20"
"8123","2019-08-22"
"8124","2019-04-15"
"8125","2019-06-07"
"8126","2019-10-30"
"8127","2019-11-01"
"8128","2019-09-24"
"8129","2019-03-13"
"8130","2019-12-09"
"8131","2019-05-19"
"8132","2019-10-24"
"8133","2019-04-29"
"8134","2019-07-05"
"8135","2019-07-07"
"8136","2019-06-16"
"8137","2019-01-19"
"8138","2019-12-27"
"8139","2019-08-12"
"8140","2019-10-27"
"8141","2019-02-25"
"8142","2019-04-03"
"8143","2019-02-18"
"8144","2019-07-27"
"8145","2019-07-16"
"8146","2019-12-12"
"8147","2019-05-02"
"8148","2019-06-19"
"8149","2019-11-15"
"8150","2019-11-14"
"8151","2019-02-03"
"8152","2019-09-22"
"8153","2019-06-10"
"8154","2019-02-25"
"8155","2019-08-07"
"8156","2019-04-11"
"8157","2019-08-30"
"8158","2019-12-30"
"8159","2019-06-07"
"8160","2019-06-17"
"8161","2019-05-27"
"8162","2019-04-25"
"8163","2019-01-03"
"8164","2019-02-05"
"8165","2019-01-30"
"8166","2019-07-21"
"8167","2019-07-02"
"8168","2019-06-13"
"8169","2019-01-06"
"8170","2019-05-11"
"8171","2019-06-26"
"8172","2019-11-28"
"8173","2019-04-26"
"8174","2019-09-27"
"8175","2019-02-14"
"8176","2019-04-10"
"8177","2019-11-26"
"8178","2019-11-17"
"8179","2019-07-12"
"8180","2019-10-15"
"8181","2019-03-23"
"8182","2019-11-21"
"8183","2019-07-06"
"8184","2019-02-18"
"8185","2019-03-10"
"8186","2019-04-20"
"8187","2019-12-13"
"8188","2019-07-08"
"8189","2019-10-29"
"8190","2019-03-08"
"8191","2019-08-23"
"8192","2019-02-22"
"8193","2019-10-11"
"8194","2019-03-25"
"8195","2019-09-10"
"8196","2019-09-02"
"8197","2019-10-16"
"8198","2019-04-21"
"8199","2019-01-18"
"8200","2019-04-01"
"8201","2019-05-18"
"8202","2019-12-31"
"8203","2019-11-19"
"8204","2019-09-06"
"8205","2019-02-17"
"8206","2019-05-04"
"8207","2019-09-03"
"8208","2019-03-13"
"8209","2019-03-26"
"8210","2019-08-17"
"8211","2019-10-05"
"8212","2019-12-27"
"8213","2019-06-17"
"8214","2019-06-02"
"8215","2019-07-31"
"8216","2019-05-31"
"8217","2019-12-25"
"8218","2019-01-16"
"8219","2019-03-10"
"8220","2019-06-16"
"8221","2019-11-26"
"8222","2019-05-15"
"8223","2019-11-02"
"8224","2019-04-04"
"8225","2019-09-23"
"8226","2019-05-16"
"8227","2019-04-10"
"8228","2019-03-12"
"8229","2019-08-11"
"8230","2019-12-15"
"8231","2019-02-21"
"8232","2019-11-19"
"8233","2019-04-05"
"8234","2019-10-03"
"8235","2019-06-29"
"8236","2019-05-02"
"8237","2019-11-10"
"8238","2019-04-12"
"8239","2019-02-28"
"8240","2019-09-26"
"8241","2019-07-03"
"8242","2019-09-21"
"8243","2019-05-22"
"8244","2019-01-17"
"8245","2019-04-28"
"8246","2019-11-03"
"8247","2019-11-30"
"8248","2019-05-26"
"8249","2019-10-23"
"8250","2019-08-14"
"8251","2019-04-27"
"8252","2019-04-10"
"8253","2019-09-21"
"8254","2019-05-16"
"8255","2019-03-08"
"8256","2019-08-22"
"8257","2019-01-17"
"8258","2019-05-15"
"8259","2019-09-08"
"8260","2019-02-28"
"8261","2019-12-13"
"8262","2019-07-06"
"8263","2019-11-22"
"8264","2019-10-23"
"8265","2019-03-04"
"8266","2019-03-29"
"8267","2019-03-02"
"8268","2019-06-20"
"8269","2019-05-15"
"8270","2019-03-12"
"8271","2019-04-20"
"8272","2019-10-13"
"8273","2019-07-10"
"8274","2019-12-13"
"8275","2019-05-16"
"8276","2019-10-07"
"8277","2019-02-11"
"8278","2019-02-16"
"8279","2019-12-12"
"8280","2019-08-25"
"8281","2019-12-22"
"8282","2019-09-27"
"8283","2019-10-25"
"8284","2019-11-18"
"8285","2019-03-11"
"8286","2019-12-25"
"8287","2019-01-28"
"8288","2019-12-22"
"8289","2019-07-26"
"8290","2019-01-15"
"8291","2019-08-06"
"8292","2019-06-09"
"8293","2019-05-04"
"8294","2019-05-02"
"8295","2019-09-26"
"8296","2019-07-14"
"8297","2019-01-06"
"8298","2019-10-27"
"8299","2019-07-06"
"8300","2019-05-26"
"8301","2019-06-01"
"8302","2019-12-14"
"8303","2019-10-06"
"8304","2019-05-08"
"8305","2019-05-15"
"8306","2019-08-17"
"8307","2019-07-14"
"8308","2019-11-29"
"8309","2019-05-23"
"8310","2019-04-17"
"8311","2019-03-26"
"8312","2019-03-10"
"8313","2019-01-24"
"8314","2019-07-27"
"8315","2019-03-06"
"8316","2019-10-04"
"8317","2019-04-29"
"8318","2019-01-20"
"8319","2019-01-26"
"8320","2019-08-06"
"8321","2019-06-15"
"8322","2019-01-05"
"8323","2019-12-07"
"8324","2019-12-05"
"8325","2019-09-22"
"8326","2019-09-20"
"8327","2019-09-06"
"8328","2019-02-17"
"8329","2019-05-06"
"8330","2019-12-06"
"8331","2019-06-30"
"8332","2019-07-30"
"8333","2019-04-23"
"8334","2019-12-14"
"8335","2019-05-23"
"8336","2019-08-14"
"8337","2019-10-26"
"8338","2019-04-24"
"8339","2019-10-10"
"8340","2019-10-09"
"8341","2019-04-26"
"8342","2019-12-31"
"8343","2019-12-05"
"8344","2019-12-31"
"8345","2019-05-23"
"8346","2019-12-11"
"8347","2019-10-29"
"8348","2019-06-15"
"8349","2019-08-31"
"8350","2019-01-31"
"8351","2019-07-23"
"8352","2019-08-17"
"8353","2019-08-24"
"8354","2019-02-26"
"8355","2019-08-20"
"8356","2019-07-20"
"8357","2019-03-10"
"8358","2019-06-29"
"8359","2019-02-09"
"8360","2019-10-05"
"8361","2019-12-05"
"8362","2019-08-29"
"8363","2019-09-26"
"8364","2019-03-26"
"8365","2019-05-20"
"8366","2019-01-24"
"8367","2019-03-15"
"8368","2019-09-10"
"8369","2019-01-17"
"8370","2019-11-24"
"8371","2019-10-21"
"8372","2019-05-03"
"8373","2019-12-18"
"8374","2019-10-15"
"8375","2019-08-20"
"8376","2019-02-05"
"8377","2019-08-30"
"8378","2019-02-28"
"8379","2019-12-04"
"8380","2019-08-27"
"8381","2019-01-03"
"8382","2019-01-29"
"8383","2019-05-13"
"8384","2019-08-09"
"8385","2019-09-22"
"8386","2019-08-25"
"8387","2019-10-04"
"8388","2019-12-30"
"8389","2019-03-28"
"8390","2019-10-09"
"8391","2019-06-11"
"8392","2019-10-24"
"8393","2019-05-30"
"8394","2019-03-05"
"8395","2019-01-11"
"8396","2019-02-12"
"8397","2019-10-19"
"8398","2019-09-15"
"8399","2019-11-03"
"8400","2019-02-23"
"8401","2019-12-12"
"8402","2019-08-29"
"8403","2019-12-25"
"8404","2019-05-31"
"8405","2019-07-31"
"8406","2019-03-03"
"8407","2019-10-26"
"8408","2019-07-27"
"8409","2019-12-19"
"8410","2019-05-28"
"8411","2019-05-09"
"8412","2019-02-09"
"8413","2019-08-13"
"8414","2019-09-01"
"8415","2019-11-09"
"8416","2019-10-08"
"8417","2019-01-23"
"8418","2019-09-15"
"8419","2019-12-11"
"8420","2019-12-21"
"8421","2019-01-31"
"8422","2019-03-05"
"8423","2019-04-07"
"8424","2019-09-07"
"8425","2019-02-07"
"8426","2019-03-24"
"8427","2019-10-26"
"8428","2019-08-03"
"8429","2019-08-04"
"8430","2019-12-25"
"8431","2019-06-17"
"8432","2019-09-04"
"8433","2019-08-06"
"8434","2019-07-02"
"8435","2019-09-01"
"8436","2019-05-04"
"8437","2019-12-27"
"8438","2019-08-25"
"8439","2019-04-08"
"8440","2019-11-09"
"8441","2019-05-30"
"8442","2019-11-10"
"8443","2019-01-08"
"8444","2019-10-22"
"8445","2019-01-07"
"8446","2019-03-15"
"8447","2019-05-11"
"8448","2019-01-31"
"8449","2019-11-10"
"8450","2019-04-01"
"8451","2019-10-08"
"8452","2019-09-05"
"8453","2019-01-09"
"8454","2019-09-30"
"8455","2019-03-11"
"8456","2019-10-07"
"8457","2019-07-12"
"8458","2019-08-08"
"8459","2019-07-21"
"8460","2019-03-13"
"8461","2019-05-10"
"8462","2019-02-15"
"8463","2019-08-21"
"8464","2019-01-23"
"8465","2019-04-10"
"8466","2019-12-25"
"8467","2019-02-19"
"8468","2019-12-07"
"8469","2019-03-07"
"8470","2019-02-07"
"8471","2019-03-26"
"8472","2019-11-17"
"8473","2019-12-31"
"8474","2019-07-05"
"8475","2019-10-29"
"8476","2019-12-22"
"8477","2019-01-17"
"8478","2019-11-15"
"8479","2019-02-20"
"8480","2019-06-06"
"8481","2019-02-26"
"8482","2019-09-14"
"8483","2019-04-16"
"8484","2019-01-27"
"8485","2019-05-26"
"8486","2019-05-09"
"8487","2019-05-25"
"8488","2019-10-27"
"8489","2019-12-30"
"8490","2019-03-06"
"8491","2019-10-19"
"8492","2019-07-31"
"8493","2019-07-06"
"8494","2019-11-22"
"8495","2019-01-27"
"8496","2019-11-04"
"8497","2019-05-29"
"8498","2019-12-31"
"8499","2019-03-04"
"8500","2019-07-25"
"8501","2019-07-11"
"8502","2019-10-17"
"8503","2019-02-21"
"8504","2019-10-06"
"8505","2019-04-17"
"8506","2019-11-08"
"8507","2019-03-19"
"8508","2019-01-06"
"8509","2019-01-03"
"8510","2019-08-17"
"8511","2019-07-06"
"8512","2019-06-20"
"8513","2019-07-11"
"8514","2019-01-16"
"8515","2019-04-11"
"8516","2019-10-17"
"8517","2019-07-31"
"8518","2019-06-27"
"8519","2019-07-04"
"8520","2019-05-12"
"8521","2019-11-22"
"8522","2019-05-10"
"8523","2019-11-09"
"8524","2019-08-16"
"8525","2019-08-24"
"8526","2019-04-18"
"8527","2019-01-25"
"8528","2019-07-20"
"8529","2019-02-14"
"8530","2019-08-14"
"8531","2019-10-26"
"8532","2019-07-10"
"8533","2019-05-05"
"8534","2019-12-03"
"8535","2019-09-17"
"8536","2019-02-28"
"8537","2019-01-02"
"8538","2019-03-15"
"8539","2019-02-08"
"8540","2019-03-28"
"8541","2019-05-27"
"8542","2019-07-18"
"8543","2019-12-09"
"8544","2019-04-22"
"8545","2019-09-10"
"8546","2019-06-13"
"8547","2019-09-16"
"8548","2019-08-17"
"8549","2019-08-09"
"8550","2019-10-15"
"8551","2019-11-01"
"8552","2019-01-29"
"8553","2019-05-24"
"8554","2019-05-18"
"8555","2019-09-06"
"8556","2019-08-08"
"8557","2019-05-28"
"8558","2019-02-25"
"8559","2019-11-12"
"8560","2019-05-09"
"8561","2019-03-19"
"8562","2019-04-06"
"8563","2019-01-20"
"8564","2019-12-11"
"8565","2019-10-14"
"8566","2019-12-26"
"8567","2019-01-12"
"8568","2019-09-07"
"8569","2019-09-27"
"8570","2019-05-15"
"8571","2019-04-19"
"8572","2019-01-11"
"8573","2019-05-02"
"8574","2019-04-13"
"8575","2019-12-30"
"8576","2019-08-01"
"8577","2019-08-12"
"8578","2019-12-19"
"8579","2019-06-23"
"8580","2019-11-10"
"8581","2019-02-10"
"8582","2019-04-24"
"8583","2019-02-20"
"8584","2019-09-09"
"8585","2019-12-17"
"8586","2019-01-15"
"8587","2019-04-18"
"8588","2019-05-07"
"8589","2019-02-08"
"8590","2019-11-28"
"8591","2019-07-05"
"8592","2019-11-02"
"8593","2019-11-01"
"8594","2019-09-13"
"8595","2019-12-01"
"8596","2019-01-10"
"8597","2019-08-19"
"8598","2019-12-13"
"8599","2019-02-03"
"8600","2019-05-19"
"8601","2019-10-07"
"8602","2019-06-28"
"8603","2019-10-20"
"8604","2019-02-02"
"8605","2019-07-25"
"8606","2019-08-07"
"8607","2019-10-11"
"8608","2019-12-24"
"8609","2019-06-19"
"8610","2019-07-26"
"8611","2019-04-20"
"8612","2019-09-24"
"8613","2019-11-20"
"8614","2019-10-18"
"8615","2019-12-19"
"8616","2019-01-14"
"8617","2019-04-17"
"8618","2019-06-18"
"8619","2019-06-03"
"8620","2019-01-27"
"8621","2019-06-25"
"8622","2019-10-14"
"8623","2019-11-22"
"8624","2019-09-12"
"8625","2019-11-25"
"8626","2019-01-02"
"8627","2019-07-17"
"8628","2019-05-07"
"8629","2019-03-03"
"8630","2019-05-28"
"8631","2019-01-25"
"8632","2019-08-27"
"8633","2019-12-12"
"8634","2019-05-21"
"8635","2019-04-11"
"8636","2019-01-29"
"8637","2019-12-03"
"8638","2019-05-14"
"8639","2019-03-10"
"8640","2019-01-28"
"8641","2019-12-21"
"8642","2019-12-25"
"8643","2019-04-04"
"8644","2019-01-26"
"8645","2019-04-25"
"8646","2019-01-15"
"8647","2019-12-12"
"8648","2019-09-16"
"8649","2019-01-30"
"8650","2019-04-06"
"8651","2019-05-27"
"8652","2019-08-02"
"8653","2019-01-09"
"8654","2019-08-12"
"8655","2019-12-19"
"8656","2019-04-26"
"8657","2019-02-16"
"8658","2019-11-25"
"8659","2019-10-08"
"8660","2019-05-03"
"8661","2019-05-09"
"8662","2019-05-03"
"8663","2019-06-02"
"8664","2019-09-14"
"8665","2019-06-16"
"8666","2019-04-03"
"8667","2019-04-07"
"8668","2019-07-25"
"8669","2019-11-15"
"8670","2019-04-07"
"8671","2019-04-14"
"8672","2019-03-31"
"8673","2019-07-19"
"8674","2019-04-21"
"8675","2019-04-19"
"8676","2019-03-15"
"8677","2019-03-01"
"8678","2019-01-08"
"8679","2019-11-10"
"8680","2019-11-04"
"8681","2019-11-15"
"8682","2019-07-18"
"8683","2019-03-02"
"8684","2019-11-20"
"8685","2019-08-24"
"8686","2019-03-12"
"8687","2019-06-06"
"8688","2019-07-22"
"8689","2019-08-08"
"8690","2019-01-15"
"8691","2019-03-10"
"8692","2019-09-11"
"8693","2019-05-02"
"8694","2019-01-22"
"8695","2019-07-18"
"8696","2019-10-12"
"8697","2019-12-06"
"8698","2019-09-26"
"8699","2019-05-27"
"8700","2019-07-27"
"8701","2019-10-31"
"8702","2019-05-21"
"8703","2019-03-06"
"8704","2019-06-25"
"8705","2019-05-23"
"8706","2019-01-21"
"8707","2019-02-01"
"8708","2019-01-21"
"8709","2019-01-18"
"8710","2019-07-23"
"8711","2019-09-07"
"8712","2019-01-15"
"8713","2019-10-18"
"8714","2019-04-28"
"8715","2019-04-09"
"8716","2019-06-15"
"8717","2019-02-14"
"8718","2019-12-16"
"8719","2019-05-06"
"8720","2019-05-28"
"8721","2019-10-23"
"8722","2019-03-20"
"8723","2019-11-28"
"8724","2019-10-04"
"8725","2019-02-25"
"8726","2019-04-21"
"8727","2019-10-17"
"8728","2019-07-03"
"8729","2019-03-06"
"8730","2019-01-04"
"8731","2019-04-16"
"8732","2019-02-12"
"8733","2019-07-06"
"8734","2019-03-06"
"8735","2019-10-29"
"8736","2019-07-16"
"8737","2019-01-29"
"8738","2019-12-15"
"8739","2019-01-20"
"8740","2019-11-11"
"8741","2019-12-13"
"8742","2019-11-07"
"8743","2019-11-18"
"8744","2019-06-03"
"8745","2019-06-03"
"8746","2019-03-28"
"8747","2019-02-15"
"8748","2019-01-13"
"8749","2019-04-06"
"8750","2019-01-07"
"8751","2019-05-07"
"8752","2019-12-25"
"8753","2019-04-21"
"8754","2019-06-17"
"8755","2019-02-21"
"8756","2019-06-19"
"8757","2019-11-04"
"8758","2019-09-23"
"8759","2019-11-09"
"8760","2019-08-24"
"8761","2019-10-01"
"8762","2019-08-13"
"8763","2019-08-20"
"8764","2019-02-03"
"8765","2019-06-05"
"8766","2019-01-29"
"8767","2019-11-10"
"8768","2019-02-17"
"8769","2019-12-14"
"8770","2019-06-25"
"8771","2019-03-29"
"8772","2019-10-23"
"8773","2019-11-22"
"8774","2019-06-19"
"8775","2019-03-24"
"8776","2019-03-01"
"8777","2019-01-16"
"8778","2019-10-05"
"8779","2019-05-29"
"8780","2019-07-11"
"8781","2019-02-09"
"8782","2019-02-26"
"8783","2019-07-15"
"8784","2019-06-03"
"8785","2019-08-16"
"8786","2019-12-05"
"8787","2019-06-23"
"8788","2019-09-03"
"8789","2019-07-01"
"8790","2019-07-02"
"8791","2019-06-13"
"8792","2019-08-22"
"8793","2019-01-02"
"8794","2019-10-27"
"8795","2019-11-05"
"8796","2019-03-07"
"8797","2019-03-29"
"8798","2019-12-12"
"8799","2019-12-14"
"8800","2019-05-16"
"8801","2019-05-11"
"8802","2019-02-16"
"8803","2019-11-22"
"8804","2019-05-17"
"8805","2019-06-22"
"8806","2019-04-10"
"8807","2019-02-27"
"8808","2019-06-14"
"8809","2019-08-27"
"8810","2019-02-14"
"8811","2019-12-23"
"8812","2019-06-09"
"8813","2019-11-26"
"8814","2019-07-16"
"8815","2019-07-15"
"8816","2019-12-04"
"8817","2019-08-23"
"8818","2019-05-27"
"8819","2019-05-22"
"8820","2019-08-05"
"8821","2019-05-18"
"8822","2019-10-24"
"8823","2019-07-03"
"8824","2019-12-03"
"8825","2019-09-29"
"8826","2019-01-15"
"8827","2019-09-29"
"8828","2019-08-26"
